name,id,smiles,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
Abarelix,DB00106,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,L02BX,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Other hormone antagonists and related agents,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1416.089,1.168,16,13,1,0.024674501,10,424.98,0.244807497,0.047251287,0.605703771,0.017398692,0.263449108,0.20718258,0.100211487,0.232910219,0.125635249,0.925134838,0.938593173,0.14913807,0.23080892,0.513701594,0.968600667,0.010700618,0.009494941,0.046517017,0.016516607,0.047194179,0.079608642,0.009149349,0.463332105,0.513681799,0.157106049,0.01295088,0.027431885,0.052114114,0.027801132,0.087544366,0.701052535,-6.261262015,3.403684702,53.03515712,11.73440442,-14.12434668,2.741311749,1.994395148,90.76669066,-3.390157864,0.090582844,98.33268709,34.7033734,96.37456378,97.44086855,2.908103916,1.706087631,95.52151997,97.3245444,59.05389686,2.365257852,26.32803412,39.51143854,69.94959287,63.97828616,65.45172547,69.6006204,66.5374176,99.49592865,96.74292361,48.77859636,69.56184568,54.74990306,33.15238465,49.98061264,23.88522683,59.90694067,44.43582784,75.49437767,45.01744862,59.90694067,32.26056611,76.11477317,55.21519969,60.5661109,63.55176425,54.43970531,54.74990306,4.032570764,72.39240016,8.142690965,17.4486235,79.13920124,56.8825126,13.49360217,64.17215975,59.82939124,74.71888329,43.00116324,37.45637844
Abemaciclib,DB12001,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,L01EF,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,Cyclin-dependent kinase (CDK) inhibitors,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,506.605,4.93692,8,1,3,0.380688307,0,75,0.601482362,0.811788654,0.836919975,0.139496236,0.100359941,0.134595367,0.065285332,0.247579893,0.504099473,0.786996675,0.516014677,0.396740182,0.875257552,0.831373107,0.993667459,0.02486405,0.029539734,0.174565335,0.189392978,0.019549616,0.042497551,0.005426304,0.937025309,0.886135232,0.425916415,0.029298287,0.020696415,0.128917545,0.061492027,0.307588473,0.984496868,-4.901576777,26.47406517,47.30500221,68.33977073,-9.633113278,2.799238204,3.69843708,90.13960713,-3.70459908,16.47889547,82.47382706,88.13493602,82.35750291,36.68088406,20.91896084,31.44629701,22.48933695,49.86428848,87.90228771,56.96006204,58.16207832,64.87010469,49.70918961,46.21946491,58.04575417,70.49243893,85.57580458,86.19620008,80.45754168,82.20240403,99.84490112,74.64133385,46.18069019,72.276076,58.47227608,79.33307484,84.37378829,52.65606824,20.89957348,51.57037611,75.72702598,92.4001551,79.41062427,73.32299341,57.81310585,66.88639007,68.08840636,36.21558744,98.759209,54.94377666,39.93796045,75.64947654,91.62466072,50.13571152,67.85575805,92.28383094,73.63319116,37.45637844,96.66537418
Abiraterone,DB05812,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,L02BX,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Other hormone antagonists and related agents,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,349.518,5.3986,2,1,3,0.688781387,6,33.12,0.044164762,0.438520274,0.785356367,0.251432018,0.493069571,0.17126319,0.363402201,0.105457673,0.058144196,0.583819813,0.628129804,0.026891199,0.138251369,0.104119466,0.999968624,0.416009146,0.51763826,0.044188026,0.6035748,0.710546899,0.816433501,0.01078066,0.983863008,0.493109626,0.709031159,0.013572069,0.210970399,0.405409837,0.065376628,0.453132361,0.544670951,-4.962633623,56.35163297,18.9132975,-4.462016339,-6.694297328,3.024718943,3.832551567,94.25218891,-4.937126489,2.364987547,53.54788678,91.19813881,16.38231873,36.68088406,20.91896084,72.93524622,87.12679333,17.13842575,17.68127181,26.75455603,48.4683986,73.20666925,83.71461807,55.6417216,85.49825514,50.13571152,52.88871656,58.74369911,84.45133773,11.63241566,58.23962776,21.13222179,92.08995735,94.80418767,94.76541295,58.97634742,98.17758821,98.33268709,97.98371462,62.00077549,93.87359442,75.37805351,92.94300116,61.38037999,92.43892982,82.00853044,69.21287321,52.96626599,66.26599457,51.26017836,67.66188445,51.57037611,28.3443195,77.85963552,80.03101978,93.87359442,81.46568437,15.12214036,56.84373788
Abrocitinib,DB14973,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,D11AH,DERMATOLOGICALS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,"Agents for dermatitis, excluding corticosteroids",CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,323.422,1.2545,5,2,4,0.834810421,0,90.98,0.353671439,0.881689477,0.927934146,0.364802469,0.015001056,0.390940493,0.005452487,0.32342875,0.022158171,0.560456216,0.44042885,0.063551904,0.18308911,0.88634398,0.999819386,0.024482226,0.01319627,0.225929393,0.0607959,0.019040862,0.108379024,0.001263191,0.747165799,0.00857346,0.068625547,0.017467329,0.015316603,0.05298548,0.073181164,0.179014015,0.39800666,-5.206208149,73.78618361,28.88780275,-17.15074873,-13.46223707,3.103315464,1.538438038,77.57749028,-3.510234293,0.043278054,47.53780535,35.55641722,59.11205894,60.85692129,63.80379992,93.33074835,22.48933695,61.53547887,72.04342769,65.06397829,82.51260178,78.82900349,21.17099651,86.73904614,23.34238077,76.15354789,37.14618069,56.76618845,78.01473439,25.35866615,64.40480807,79.72082202,81.85343156,71.50058162,31.8340442,83.44319504,64.75378054,51.99689802,59.24777045,28.57696782,49.55409073,21.01589763,35.98293912,65.72314851,52.1519969,54.86622722,71.26793331,17.83637069,58.3171772,36.48701047,79.21675068,60.79875921,10.43039938,17.2547499,83.28809616,51.18262893,53.16013959,40.94610314,37.06863125
Acalabrutinib,DB11703,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,L01EL,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,Bruton's tyrosine kinase (BTK) inhibitors,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,465.517,3.3126,7,2,4,0.44655122,1,118.51,0.452540487,0.430356169,0.798440468,0.048898777,0.419519925,0.288245374,0.579430497,0.085063215,0.104747202,0.688935542,0.711746168,0.286736886,0.715901625,0.962113822,0.989941633,0.010166948,0.020888219,0.345207393,0.167323706,0.02388381,0.102613558,0.025803018,0.885884285,0.618324012,0.590326691,0.089863137,0.057735073,0.220147884,0.219194728,0.216982935,0.883992624,-5.20656981,7.373196925,30.44247271,9.935304511,-13.38585047,2.882762812,2.572366577,88.94769416,-4.402751762,5.678058461,77.66576192,66.57619232,77.35556417,60.85692129,63.80379992,39.86041101,54.80806514,77.27801473,79.79837146,26.21170997,50.63978286,51.88057387,79.95347034,76.61884451,92.36138038,44.86234975,62.73749515,71.61690578,87.74718883,70.88018612,97.51841799,92.12873207,41.79914696,48.35207445,45.87049244,88.75533152,82.00853044,58.3171772,56.99883676,75.1454052,64.24970919,80.61264056,88.36758434,87.01046917,77.08414114,74.1372625,86.93291974,22.95463358,85.18805739,36.48701047,20.86079876,62.31097325,54.0131834,17.99146956,72.81892206,71.6556805,71.53935634,24.04032571,78.67390461
Acamprosate,DB00659,CC(=O)NCCCS(=O)(=O)O,N07BB,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence,CC(=O)NCCCS(=O)(=O)O,181.213,-0.5996,3,2,4,0.447848266,0,83.47,0.315108516,0.837202358,0.317816356,0.001632467,0.004119138,0.023865335,0.000391619,0.029148662,0.001573195,0.208206275,2.54E-05,0.341252327,0.022876338,0.457969844,0.315772488,0.003942069,0.005392827,0.004276324,0.000588324,0.006069623,0.1098988,9.58E-05,0.182555039,0.011064755,0.099471501,0.000165751,0.0116673,0.010840202,0.018451161,0.55101651,0.0141665,-5.26825756,-5.805670826,-10.96734372,41.13142575,-11.54469568,1.234366337,-0.871661445,32.93018459,0.187432583,-3.674878287,14.61806902,17.91392012,31.17487398,60.85692129,63.80379992,40.01550989,22.48933695,56.08763086,67.50678558,59.67429236,9.693679721,14.73439318,8.297789841,8.840635905,4.963164017,21.59751842,8.956960062,24.73827065,6.24272974,77.08414114,21.28732067,51.57037611,13.18340442,27.45250097,14.34664599,23.22605661,11.51609151,25.0484684,59.98449011,9.189608375,18.96083753,24.00155099,43.93175649,9.073284219,46.68476154,34.19930206,47.49903063,62.34974796,11.20589376,33.34625824,11.55486623,15.78131059,82.82279953,31.32997286,2.985653354,14.19154711,10.70182241,94.06746801,13.10585498
Acarbose,DB00284,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,A10BD;A10BF,ALIMENTARY TRACT AND METABOLISM,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Alpha glucosidase inhibitors;Combinations of oral blood glucose lowering drugs,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.608,-8.7219,19,14,1,0.065261504,18,329.01,0.215799018,0.108569827,0.04154733,0.000512839,0.021322573,0.003846355,0.002403574,0.015393998,0.02112525,0.20683716,0.000915921,0.003108899,0.025083528,0.075222649,0.003278772,0.08070307,0.117167097,0.00089095,0.008904684,0.206144173,0.532836539,0.000583324,0.048297912,0.021275353,0.100103238,0.020897974,0.001385016,0.008745483,0.053980019,0.270253687,0.329239391,-7.156049948,50.73831463,35.14085939,14.37384629,-19.38226956,1.148033224,-0.501767231,55.40547396,-1.450428673,-9.827875321,91.15936409,2.055060101,97.92555254,97.80922838,2.908103916,3.877471888,98.759209,96.04497867,54.51725475,6.785575805,0.193873594,7.754943777,25.70763862,1.163241566,15.27723924,9.73245444,36.138038,24.62194649,17.02210159,1.085692129,22.56688639,16.36293137,1.473439318,89.02675456,88.01861187,8.220240403,36.79720822,93.75727026,95.19193486,20.31795269,8.375339279,32.22179139,44.08685537,68.51492827,13.41605273,32.29934083,66.22721985,31.4075223,53.12136487,2.055060101,62.65994572,66.38231873,60.60488561,2.636680884,2.287708414,19.23226057,27.25862737,77.08414114,1.39588988
Acebutolol,DB01193,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,C07AB;C07BB,CARDIOVASCULAR SYSTEM,BETA BLOCKING AGENTS,BETA BLOCKING AGENTS;BETA BLOCKING AGENTS AND THIAZIDES,"Beta blocking agents, selective;Beta blocking agents, selective, and thiazides",CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,336.432,2.3655,5,3,4,0.571013743,1,87.66,0.157590144,0.751311171,0.909692085,0.163831243,0.068689085,0.141180169,0.021264577,0.404079872,0.317616034,0.256926411,0.030804241,0.30604735,0.117338929,0.161957484,0.997702277,0.028112252,0.058063908,0.125508545,0.004202367,0.002527571,0.069534708,0.001154328,0.840658855,0.158148509,0.020349391,0.001734132,0.003628465,0.009882206,0.006290955,0.150485085,0.271738955,-5.21405437,4.731748976,4.815433786,-2.402722972,-12.67498425,2.337464153,-0.137000049,42.38862337,-2.009513953,11.46234942,50.67855758,50.87243117,59.11205894,77.25862737,63.80379992,57.03761148,54.80806514,59.17022102,45.28887166,51.3377278,76.61884451,67.11903839,43.50523459,48.62349748,41.95424583,80.69019,79.29430012,29.04226444,41.91547111,73.16789453,54.78867778,29.19736332,56.68863901,75.26172935,76.89026755,74.75765801,29.11981388,12.67933307,39.24001551,27.33617681,58.58860023,57.92943001,16.98332687,30.82590151,24.8545948,33.38503296,31.17487398,13.29972858,48.97246995,36.09926328,18.57309035,34.23807677,32.10546724,23.07095774,38.03799922,24.00155099,16.05273362,69.25164793,93.17564948
Aceclidine,DB13262,CC(=O)OC1CN2CCC1CC2,S01EB,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,CC(=O)OC1CN2CCC1CC2,169.224,0.6437,3,0,4,0.539519241,1,29.54,0.217064802,0.980000663,0.795298707,0.000367226,0.004087206,0.085667801,0.000390073,0.637088728,0.053691722,0.259765212,1.43E-05,0.018206772,0.320165899,0.012367482,0.975968361,0.002408742,0.049513879,0.000663025,0.000228465,0.001226224,0.069420631,7.58E-05,0.749481177,0.006597201,0.006539485,0.0002014,0.000134187,1.10E-05,0.000201392,0.847477913,0.412457234,-4.276864565,41.69829346,-4.991320213,-4.140442538,-7.040294207,2.16427231,-1.161345712,5.607525359,-0.126973723,0.263486114,12.60178364,29.31368748,31.17487398,11.76812718,63.80379992,52.61729352,54.80806514,15.21907716,54.86622722,85.84722761,50.21326095,6.552927491,8.142690965,31.2136487,4.885614579,91.93485847,51.60915083,29.27491276,5.428460644,7.948817371,77.70453664,4.187669639,34.89724699,19.11593641,72.97402094,6.669251648,7.561070182,7.328421869,39.04614192,8.065141528,49.67041489,18.37921675,5.971306708,10.12020163,2.481582009,0.659170221,5.040713455,88.94920512,59.1314463,92.24505622,55.17642497,22.02404033,29.08103916,74.64133385,28.18922063,11.2834432,2.675455603,91.46956185,38.92981776
Aceclofenac,DB06736,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,M01AB;M02AA,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Acetic acid derivatives and related substances;Antiinflammatory preparations, non-steroids for topical use",O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,354.189,3.9073,4,2,4,0.769662114,0,75.63,0.014699131,0.777476168,0.923510075,0.218422677,0.3556802,0.585863686,0.334703961,0.020454809,0.061693568,0.321731937,0.016800523,0.286585557,0.107373499,0.958913136,0.991777515,0.01705575,0.030099764,0.053957794,0.025330148,0.016351569,0.081925356,0.559105635,0.552739692,0.035633251,0.104900815,0.033057257,0.030987455,0.027867757,0.068962052,0.288815442,0.060929931,-4.705531597,74.485525,43.69613237,0.121288403,-8.747444319,2.79656609,0.450799063,93.87264954,-4.020355581,-1.586443302,54.43970531,75.95967429,46.47150058,60.85692129,63.80379992,84.6064366,22.48933695,50.42652191,5.583559519,53.78053509,81.38813494,71.22915859,76.15354789,96.43272586,84.14113998,14.42419542,54.05195812,33.92787902,36.83598294,70.8414114,52.88871656,91.31446297,43.54400931,62.69872043,59.24777045,62.38852268,50.05816208,48.11942613,46.21946491,99.41837922,36.60333463,38.58084529,45.83171772,75.22295463,66.14967041,46.10314075,70.18224118,34.0829779,23.45870492,67.19658782,79.79837146,73.63319116,37.22373013,58.97634742,67.62310973,33.81155487,80.65141528,31.36874758,24.35052346
Acemetacin,DB13783,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,M01AB,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,415.829,3.47052,6,1,4,0.619257057,0,94.83,0.015611373,0.67509011,0.939131701,0.177345663,0.277115664,0.477290016,0.442634493,0.022408672,0.019689862,0.448743546,0.140803212,0.107081809,0.095154844,0.979918659,0.985765219,0.014431428,0.029547757,0.094223103,0.058932266,0.021484414,0.067540961,0.243013212,0.75300225,0.178126894,0.084597454,0.01394262,0.017362978,0.023265385,0.040294527,0.094417497,0.131891586,-5.003615063,22.82038177,27.47010672,14.93310736,-10.01632202,3.509067008,-0.139299439,93.15028171,-3.973911822,2.764756406,68.86390074,69.13532377,69.5036836,36.68088406,63.80379992,63.0476929,22.48933695,63.78441256,6.048856146,44.59092672,86.0411012,68.51492827,70.76386196,92.24505622,88.56145793,16.20783249,34.54827453,46.87863513,60.13958899,39.86041101,50.25203567,97.24699496,38.73594416,57.81310585,58.54982551,70.95773556,64.24970919,55.25397441,37.88290035,96.35517642,50.01938736,59.67429236,40.13183404,61.8069019,54.98255138,43.89298178,61.76812718,4.885614579,34.31562621,48.6622722,35.63396665,59.7518418,61.1865064,46.02559131,92.55525397,23.84645211,79.21675068,32.49321442,59.1314463
Acenocoumarol,DB01418,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,B01AA,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.33,3.5178,6,1,4,0.426717542,1,110.65,0.396956569,0.642159283,0.886030936,0.202098586,0.527338487,0.631446129,0.735678303,0.15208752,0.089365255,0.677420604,0.230007511,0.261796701,0.089905701,0.951068556,0.99934901,0.03393622,0.036583143,0.289093474,0.248021612,0.055429424,0.155804518,0.118382081,0.936806464,0.432198775,0.244091988,0.031886524,0.06765449,0.899036586,0.170708548,0.279264802,0.346930945,-4.578497565,58.75724469,42.28930134,19.49070007,-10.03647582,3.67384179,1.778662118,102.5918312,-4.763701649,4.188336286,54.24583172,69.87204343,69.5036836,36.68088406,63.80379992,37.26250485,54.80806514,73.36176813,75.88212485,41.29507561,69.13532377,69.94959287,84.99418379,97.55719271,95.61845677,59.36409461,59.98449011,70.2210159,68.1659558,67.73943389,48.58472276,89.25940287,70.29856534,78.55758046,64.4823575,86.54517255,88.48390849,78.90655293,71.88832881,92.4001551,75.61070182,72.46994959,66.1108957,74.79643273,79.44939899,97.7510663,83.171772,32.60953858,54.67235363,75.53315238,69.63939511,72.78014734,66.5374176,45.87049244,95.19193486,55.87436991,94.33889104,17.68127181,69.48429624
Acetaminophen,DB00316,CC(=O)Nc1ccc(O)cc1,N02AJ;N02BE,NERVOUS SYSTEM,ANALGESICS,OPIOIDS;OTHER ANALGESICS AND ANTIPYRETICS,Anilides;Opioids in combination with non-opioid analgesics,CC(=O)Nc1ccc(O)cc1,151.165,1.3506,2,2,4,0.595026197,0,49.33,0.246676157,0.82927748,0.719571769,0.154545613,0.046032659,0.250669254,0.039682619,0.296518596,0.044333999,0.596539468,0.013214911,0.143896789,0.012042096,0.285186574,0.994819772,0.009432944,0.046946607,0.105244967,0.0063219,0.022030155,0.147615214,0.000923547,0.532771158,0.006760123,0.092999209,0.009215551,0.020396869,0.042414457,0.026777064,0.563995665,0.07934044,-4.815674923,38.25850979,-4.322626494,-6.235376525,-10.87793418,1.694021267,0.612117418,39.20476617,-1.171959509,0.321933719,9.616130283,36.87475766,16.38231873,60.85692129,63.80379992,59.79061652,22.48933695,30.03101978,59.59674292,58.86002326,39.12369135,66.49864288,36.83598294,71.38425746,50.94998061,74.3311361,48.54594804,60.52733618,34.97479643,47.73167895,13.29972858,39.20124079,48.27452501,46.21946491,71.15160915,72.50872431,33.34625824,56.02946879,70.06591702,24.89336952,35.55641722,18.76696394,42.53586661,54.36215587,57.65800698,51.9581233,53.97440869,63.35789066,26.79333075,60.21713843,52.26832105,22.87708414,25.55253974,37.80535091,10.2753005,36.25436216,13.80379992,80.61264056,39.35633967
Acetarsol,DB13268,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,A07AX;G01AB;P01CD,"ALIMENTARY TRACT AND METABOLISM;ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS;GENITO URINARY SYSTEM AND SEX HORMONES","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS;ANTIPROTOZOALS;GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS;ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS;INTESTINAL ANTIINFECTIVES",Arsenic compounds;Other intestinal antiinfectives,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,275.092,-1.0884,3,4,4,0.40517031,0,106.86,0.076848954,0.616919553,0.359133905,0.002858463,0.0020229,0.139444753,0.002013183,0.047062253,0.006369079,0.11852942,4.69E-05,0.316338663,0.025371545,0.388564102,0.512726629,0.003193218,0.00704857,0.003913076,0.000106055,0.001781649,0.021292156,1.49E-05,0.015967482,0.011543398,0.026784978,6.12E-05,0.002477864,0.006345165,0.002325293,0.133453492,0.007530194,-5.755511559,-8.156388378,-16.76703566,64.66142054,-10.76211494,1.440818996,0.291343105,56.69269041,-2.730744748,-7.330058122,33.42380768,15.04459093,31.17487398,86.02171384,63.80379992,34.35440093,22.48933695,71.15160915,27.64637456,39.35633967,11.94261342,20.00775494,4.303993796,48.00310198,13.7650252,32.29934083,20.00775494,12.87320667,7.405971307,74.1372625,22.76075998,46.99495929,17.29352462,23.88522683,18.45676619,22.41178751,4.808065142,9.344707251,7.483520744,4.342768515,2.675455603,24.89336952,20.1240791,5.661108957,19.58123304,28.96471501,20.1240791,10.62427297,6.746801086,16.59557968,10.4691741,11.2834432,90.81039162,38.85226832,5.699883676,31.13609926,28.57696782,56.18456766,3.644823575
